21.2,104.55,103.75
21.3,108.6,108.29
21.4,112.7,111.69
21.5,116.9,116.09
21.6,120.05,117.75
21.7,122.55,119.83
21.8,124.5,121.63
21.9,126.4,123.67
22,128.65,125.65
22.1,130.5,126.59
22.2,132.5,128.45
22.3,134.7,131.33
22.4,136.3,129.73
22.5,132.15,119.47
22.6,124.8,111.31
22.7,120.4,111.71
22.8,119.7,114.19
22.9,123.1,121.81
23,130,130.33
23.1,133,128.61
23.2,132.3,124.57
23.3,130.15,121.15
23.4,127.45,119.39
23.5,126.45,120.11
23.6,128.4,124.07
23.7,131.1,127.29
23.8,132.5,127.53
23.9,133.05,126.99
24,131.9,124.53
24.1,130.4,123.27
24.2,130.15,123.57
24.3,131.35,126.01
24.4,132.7,128.01
24.5,133.9,128.71
24.6,134.5,128.43
24.7,133.9,127.45
24.8,133.5,127.15
24.9,133.9,128.21
25,134.85,129.77
25.1,135.9,131.05
25.2,137.05,131.89
25.3,137.3,131.07
25.4,137,130.87
25.5,137.05,130.73
25.6,137.55,131.73
25.7,137.9,132.33
25.8,138.85,133.41
25.9,139.75,134.01
26,139.9,134.07
26.1,139.7,133.59
26.2,139.7,133.35
26.3,139.8,133.69
26.4,140.25,134.67
26.5,141.3,135.69
26.6,142.05,136.39
26.7,142.6,137.29
26.8,143.5,138.09
26.9,144.7,139.81
27,146.1,141.51
27.1,148.2,143.99
27.2,150.65,146.25
27.3,152.35,147.97
27.4,153.95,149.33
27.5,155.45,150.37
27.6,157,152.21
27.7,158.75,154.59
27.8,161.3,157.35
27.9,163.15,158.51
28,164.3,159.69
28.1,165.7,160.41
28.2,167.05,162.05
28.3,168.25,163.35
28.4,170.15,165.77
28.5,172.3,167.59
28.6,173.4,168.53
28.7,174.4,169.47
28.8,175.5,169.95
28.9,176.55,171.13
29,177.8,173.15
29.1,179.85,175.23
29.2,181.25,176.19
29.3,181.85,176.87
29.4,182.8,177.53
29.5,183.8,178.39
29.6,184.45,179.13
29.7,185.9,180.97
29.8,187.55,182.55
29.9,188.35,183.39
30,189,183.99
30.1,189.55,183.89
30.2,189.95,184.29
30.3,190.25,184.93
30.4,191.45,186.33
30.5,192.2,186.89
30.6,192.55,187.49
30.7,193,187.49
30.8,193.35,187.93
30.9,193.3,187.63
31,193.75,188.17
31.1,194.4,188.81
31.2,194.4,188.93
31.3,194.3,189.01
31.4,194.45,188.89
31.5,194.7,189.29
31.6,194.75,189.41
31.7,195,189.41
31.8,194.65,188.67
31.9,194.2,188.47
32,194.8,190.01
32.1,196.3,192.49
32.2,197.7,193.69
32.3,199,194.31
32.4,200.1,194.73
32.5,200.2,194.93
32.6,200.65,195.81
32.7,201.6,196.91
32.8,202.65,198.07
32.9,200.4,192.47
33,199.6,193.03
33.1,199,192.57
33.2,198.7,192.97
33.3,199,193.23
33.4,199.55,194.37
33.5,199.25,192.97
33.6,197.15,188.79
33.7,195,186.29
33.8,192.65,184.53
33.9,191.15,184.11
34,190.55,184.09
34.1,190.4,184.57
34.2,190.25,184.17
34.3,191.65,188.19
34.4,193.65,188.67
34.5,194.1,188.65
34.6,194.55,188.57
34.7,195.1,189.59
34.8,194.95,187.67
34.9,193.15,185.17
35,193.7,188.21
35.1,194.3,188.93
35.2,194.7,189.35
35.3,195.25,189.53
35.4,195.6,190.17
35.5,194.95,188.61
35.6,193.8,185.75
35.7,192.7,185.41
35.8,191.35,184.53
35.9,190.8,184.13
36,190.65,184.35
36.1,190.75,184.81
36.2,190.9,184.19
36.3,192.75,188.13
36.4,194,188.93
36.5,194.65,189.13
36.6,195.15,189.11
36.7,195.7,190.23
36.8,195.05,188.19
36.9,194,186.27
37,194.5,188.69
37.1,194.85,189.69
37.2,195.5,190.27
37.3,196.15,190.81
37.4,196.5,190.89
37.5,195.7,188.31
37.6,194.75,187.21
37.7,193.75,186.93
37.8,193.05,186.73
37.9,192.75,186.47
38,193,187.21
38.1,192.9,186.51
38.2,193.05,185.89
38.3,194.75,189.53
38.4,195.65,190.73
38.5,196.55,191.23
38.6,197.25,191.69
38.7,197.55,191.79
38.8,196.25,188.27
38.9,195.65,188.73
39,196,190.33
39.1,196.7,191.35
39.2,197.4,191.87
39.3,198.05,192.61
39.4,198.15,192.19
39.5,197.3,189.49
39.6,196.1,188.43
39.7,194.75,187.41
39.8,193.95,186.81
39.9,193.55,186.75
40,193.1,186.91
40.1,193.4,187.19
40.2,194.35,188.99
40.3,195.8,190.89
40.4,196.65,191.35
40.5,197.25,191.23
40.6,197.8,191.99
40.7,197.95,191.75
40.8,196.7,188.85
40.9,196.6,190.41
41,196.95,191.79
41.1,197.7,192.31
41.2,198.4,193.03
41.3,198.65,193.23
41.4,198.6,191.93
41.5,197.9,190.37
41.6,196.9,189.93
41.7,195.75,188.87
41.8,195.15,188.43
41.9,195.25,189.49
42,195.75,190.73
42.1,196.45,190.55
42.2,197.8,193.25
42.3,198.75,193.85
42.4,199.5,193.85
42.5,200,194.43
42.6,200.4,195.01
42.7,200.45,193.11
42.8,199.2,191.61
42.9,199.3,193.21
43,199.65,193.99
43.1,200.3,194.61
43.2,200.85,195.47
43.3,201.15,195.63
43.4,200.7,193.95
43.5,199.75,192.43
43.6,198.65,192.15
43.7,197.5,190.67
43.8,196.7,189.97
43.9,196.3,189.89
44,196.85,191.33
44.1,197.55,191.43
44.2,199.05,194.15
44.3,200,194.85
44.4,200.65,194.75
44.5,201.05,195.31
44.6,201.3,195.61
44.7,200.8,193.35
44.8,199.85,192.51
44.9,200.15,194.71
45,200.9,195.63
45.1,201.65,195.95
45.2,201.8,196.29
45.3,202.15,196.71
45.4,201.4,194.53
45.5,200.35,193.03
45.6,199.45,192.61
45.7,198.55,191.01
45.8,197.6,190.47
45.9,196.9,190.47
46,197.3,191.17
46.1,198.1,192.21
46.2,199.6,194.75
46.3,200.9,195.65
46.4,201.55,195.63
46.5,201.7,195.73
46.6,202.2,196.61
46.7,201,193.47
46.8,200.35,194.05
46.9,200.95,195.47
47,201.8,196.03
47.1,202.5,196.79
47.2,202.7,197.07
47.3,202.75,195.75
47.4,200.7,191.81
47.5,198.25,190.29
47.6,197.05,189.49
47.7,196.45,189.29
47.8,196.05,189.35
47.9,196.15,189.89
48,196.3,189.49
48.1,197,191.99
48.2,198.2,193.25
48.3,199.35,193.55
48.4,200.25,194.67
48.5,200.95,195.47
48.6,201.4,193.99
48.7,199.75,191.63
48.8,199.55,194.07
48.9,200.5,195.07
49,201.6,196.27
49.1,202.35,196.89
49.2,203.25,198.05
49.3,203.1,195.29
49.4,200.9,191.95
49.5,198.9,190.91
49.6,197.7,189.95
49.7,196.95,190.07
49.8,196.85,190.61
49.9,197.2,190.65
50,196.9,189.65
50.1,198.05,193.29
50.2,199.6,194.55
50.3,200.75,195.03
50.4,201.3,195.33
50.5,202.2,196.53
50.6,202,195.47
50.7,200.35,192.43
50.8,200.75,194.83
50.9,201.6,195.69
51,202.5,196.99
51.1,203.1,197.33
51.2,204.15,198.49
51.3,203.45,195.99
51.4,201.3,193.29
51.5,199.7,192.19
51.6,198.4,190.79
51.7,197.5,190.55
51.8,197.45,190.95
51.9,197.6,191.25
52,197.1,189.53
52.1,198.8,193.53
52.2,200.25,194.51
52.3,201.3,195.83
52.4,201.85,195.99
52.5,202.75,196.67
52.6,201.15,192.83
52.7,200,193.19
52.8,200.95,195.65
52.9,202,196.33
53,202.75,197.49
53.1,203.5,198.11
53.2,203.25,196.55
53.3,200.05,190.39
53.4,197.6,189.49
53.5,197,189.73
53.6,196.9,190.13
53.7,196.75,190.33
53.8,197.3,191.09
53.9,197.6,190.81
54,197.9,192.25
54.1,199.65,194.73
54.2,201.15,195.85
54.3,201.95,196.25
54.4,202.95,197.61
54.5,203.8,198.09
54.6,201.5,193.11
54.7,200.9,194.73
54.8,201.9,195.99
54.9,202.95,197.59
55,203.65,197.99
55.1,204.35,198.15
55.2,202.95,194.39
55.3,199.25,189.71
55.4,197.45,189.77
55.5,197.05,189.77
55.6,197.5,191.63
55.7,198.95,193.77
55.8,200.1,194.69
55.9,199.1,191.21
56,199.3,193.55
56.1,200.6,194.87
56.2,202.15,197.05
56.3,203.45,198.35
56.4,204.7,199.13
56.5,203.8,195.33
56.6,200.65,191.97
56.7,200.45,194.07
56.8,201.4,195.65
56.9,202.5,197.13
57,203.45,198.07
57.1,203.95,198.01
57.2,201.2,191.69
57.3,197.55,187.85
57.4,196.15,187.93
57.5,195.95,188.97
57.6,196.4,190.71
57.7,198.15,192.93
57.8,199,192.53
57.9,197.6,190.03
58,198.4,192.31
58.1,199.5,193.45
58.2,200.6,195.01
58.3,202.05,197.13
58.4,203.5,198.35
58.5,201.4,192.15
58.6,199.25,191.39
58.7,199.3,192.41
58.8,200,194.25
58.9,200.95,195.43
59,201.45,195.05
59.1,200.4,191.81
59.2,196.55,185.97
59.3,194.05,185.17
59.4,193.45,186.19
59.5,193.45,186.81
59.6,193.45,188.69
59.7,194.3,190.15
59.8,195.65,187.95
59.9,195.35,189.25
60,195.05,191.13
60.1,196.7,193.13
60.2,198.35,194.77
60.3,199.65,196.11
60.4,201.4,195.33
60.5,202.35,191.01
60.6,199.45,191.35
60.7,198.65,192.93
60.8,199.35,194.33
60.9,200.3,196.21
61,201.5,195.77
61.1,201.9,191.61
61.2,199.45,186.47
61.3,195.65,186.09
61.4,194.1,186.85
61.5,193.85,187.31
61.6,193.9,188.69
61.7,194.75,189.63
61.8,195.7,187.81
61.9,194.8,189.81
62,195.6,191.39
62.1,197.25,192.65
62.2,198.35,194.21
62.3,199.7,196.03
62.4,201.4,193.93
62.5,200.85,189.41
62.6,198,191.29
62.7,198.15,193.49
62.8,199.3,194.57
62.9,200.1,195.67
63,201.3,194.53
63.1,201.4,188.95
63.2,198.1,185.65
63.3,194.85,186.17
63.4,193.85,186.79
63.5,193.75,187.43
63.6,193.95,188.81
63.7,194.8,188.65
63.8,195.1,186.73
63.9,194.2,190.43
64,195.9,192.65
64.1,197.9,193.65
64.2,199.2,195.13
64.3,200.65,195.83
64.4,201.9,191.69
64.5,200,190.25
64.6,198.2,192.79
64.7,198.85,194.71
64.8,200.05,195.91
64.9,201.2,196.55
65,202.15,193.87
65.1,201.3,188.23
65.2,197.95,186.27
65.3,195.4,187.15
65.4,194.6,187.67
65.5,194.3,187.95
65.6,194.65,188.07
65.7,194.8,187.55
65.8,194.4,187.93
65.9,194.3,190.67
66,196.15,192.41
66.1,197.7,193.77
66.2,199.05,194.59
66.3,200.35,193.77
66.4,200.4,189.21
66.5,197.9,190.31
66.6,197.3,192.79
66.7,198.5,194.35
66.8,199.55,195.13
66.9,200.75,195.03
67,201.5,191.41
67.1,200,186.91
67.2,196.9,186.65
67.3,195.05,186.85
67.4,194.3,187.49
67.5,194.25,187.93
67.6,194.6,187.79
67.7,194.5,186.01
67.8,193.75,189.45
67.9,194.8,191.87
68,196.9,192.97
68.1,198.2,193.37
68.2,199.4,193.85
68.3,200.3,193.23
68.4,199.5,188.91
68.5,197.4,190.57
68.6,197.65,192.55
68.7,198.6,193.97
68.8,199.8,194.99
68.9,200.95,194.73
69,201.05,191.25
69.1,199.05,186.87
69.2,196.2,186.41
69.3,194.65,186.19
69.4,193.75,187.89
69.5,194.55,190.67
69.6,196.3,191.21
69.7,196.95,188.69
69.8,196.2,190.57
69.9,197.05,191.75
70,198,193.51
70.1,199.3,195.83
70.2,201.25,196.49
70.3,202.25,193.31
70.4,201,189.97
70.5,198.9,191.69
70.6,198.9,192.51
70.7,199.3,194.45
70.8,200.5,195.65
70.9,201.65,195.31
71,201.6,190.21
71.1,199.2,185.95
71.2,195.95,185.45
71.3,194.15,186.05
71.4,193.7,188.45
71.5,194.65,190.41
71.6,195.9,190.09
71.7,196.35,188.03
71.8,195.9,190.79
71.9,197.1,191.41
72,197.9,193.25
72.1,199.3,195.17
72.2,200.95,196.09
72.3,201.65,190.27
72.4,199.4,189.55
72.5,197.6,190.67
72.6,197.5,192.17
72.7,198.15,193.85
72.8,199.45,192.65
72.9,199.55,189.41
73,197.8,184.43
73.1,194.5,183.95
73.2,192.45,183.95
73.3,191.45,184.91
73.4,191.65,186.49
73.5,192.6,187.61
73.6,193.35,186.31
73.7,193.4,187.93
73.8,193.85,189.97
73.9,195.4,191.85
74,197,193.85
74.1,198.85,194.17
74.2,199.85,192.65
74.3,199.9,187.95
74.4,197.4,190.41
74.5,196.9,191.65
74.6,197.45,193.97
74.7,198.9,194.65
74.8,200.35,193.29
74.9,200,190.13
75,197.65,184.97
75.1,194.35,184.77
75.2,192.85,185.11
75.3,192.45,186.01
75.4,192.8,187.01
75.5,193.2,187.59
75.6,193.5,185.37
75.7,192.8,188.25
75.8,194.05,189.95
75.9,195.6,191.55
76,197.3,192.97
76.1,198.75,193.83
76.2,199.4,191.73
76.3,198.55,187.71
76.4,196.3,190.13
76.5,196.55,191.89
76.6,197.5,193.73
76.7,199.2,194.23
76.8,199.9,193.29
76.9,199.45,187.57
77,196.55,184.39
77.1,193.6,184.99
77.2,192.35,185.99
77.3,192.5,186.41
77.4,192.95,187.33
77.5,193.05,187.25
77.6,193.4,184.83
77.7,192.75,189.09
77.8,194.4,191.13
77.9,196.15,192.83
78,198.05,192.97
78.1,198.85,193.27
78.2,199.1,188.25
78.3,197.1,188.05
78.4,195.7,190.33
78.5,196.3,192.45
78.6,198,193.87
78.7,199.45,193.87
78.8,199.6,191.57
78.9,198.6,185.89
79,195.5,184.63
79.1,193.05,185.07
79.2,192.35,186.01
79.3,192.65,186.43
79.4,192.7,186.69
79.5,192.7,185.29
79.6,192.45,186.81
79.7,192.8,189.39
79.8,194.6,191.33
79.9,196.6,192.33
80,198.15,192.97
80.1,198.65,192.33
80.2,198.8,187.29
80.3,196.4,188.97
80.4,195.75,191.31
80.5,196.75,193.55
80.6,198.5,194.03
80.7,199.5,193.91
80.8,199.8,190.25
80.9,198.65,185.97
81,195.7,185.51
81.1,193.65,186.05
81.2,193.35,188.33
81.3,194.2,191.03
81.4,195.4,191.55
81.5,196.6,188.01
81.6,196.05,190.07
81.7,196.05,192.05
81.8,197.3,194.63
81.9,199.4,195.65
82,200.75,196.09
82.1,201.45,194.79
82.2,200.65,188.83
82.3,197.7,189.69
82.4,197,191.83
82.5,197.75,193.55
82.6,199.2,193.99
82.7,199.65,193.71
82.8,199.85,189.69
82.9,197.8,185.15
83,194.45,185.23
83.1,192.85,185.83
83.2,192.7,186.83
83.3,192.95,188.73
83.4,194.05,189.07
83.5,194.8,186.33
83.6,194.1,188.99
83.7,194.95,191.13
83.8,196.55,192.87
83.9,198.3,193.79
84,199.2,194.11
84.1,199.9,189.49
84.2,198.05,187.07
84.3,195.65,189.49
84.4,195.95,191.53
84.5,197.4,192.65
84.6,198.35,192.49
84.7,198.5,191.51
84.8,198.25,186.87
84.9,195.85,183.89
85,193.2,184.29
85.1,192.1,184.99
85.2,192,186.13
85.3,192.35,188.09
85.4,193.6,187.25
85.5,194,186.07
85.6,193.6,188.65
85.7,194.8,190.31
85.8,196.3,191.25
85.9,197.3,192.43
86,198.3,193.05
86.1,199.2,187.87
86.2,196.9,188.09
86.3,195.5,189.75
86.4,196.3,191.05
86.5,197.35,191.91
86.6,197.7,190.89
86.7,197.65,187.67
86.8,196.05,183.41
86.9,193,183.19
87,191.35,183.87
87.1,191.25,184.11
87.2,191.1,184.97
87.3,191.3,185.57
87.4,191.95,184.09
87.5,191.55,186.97
87.6,192.25,188.97
87.7,194.3,190.17
87.8,196.05,191.27
87.9,196.95,192.19
88,198,189.85
88.1,197.9,186.15
88.2,195.1,189.19
88.3,195.15,191.73
88.4,196.85,192.89
88.5,198.15,193.41
88.6,198.9,191.71
88.7,198.95,186.69
88.8,196.6,183.91
88.9,193.35,184.87
89,192.4,185.43
89.1,192.3,186.19
89.2,192.2,187.21
89.3,192.75,186.79
89.4,193.25,185.07
89.5,192.3,188.17
89.6,193.75,189.77
89.7,195.65,191.09
89.8,196.95,192.19
89.9,197.9,192.87
90,198.8,190.27
90.1,197.45,186.57
90.2,194.9,189.47
90.3,195.6,191.81
90.4,197.35,192.89
90.5,198.5,193.09
90.6,199.3,191.65
90.7,198.75,186.43
90.8,195.45,183.81
90.9,192.75,184.95
91,192.4,185.57
91.1,192.35,185.63
91.2,192.35,185.97
91.3,192.75,186.13
91.4,192.7,184.09
91.5,192,188.51
91.6,194.05,190.31
91.7,195.9,190.69
91.8,196.65,191.23
91.9,197.5,191.57
92,198.2,187.05
92.1,196.05,187.17
92.2,194.95,190.17
92.3,196.25,191.61
92.4,197.4,192.61
92.5,198.2,192.67
92.6,198.9,190.77
92.7,198.2,185.29
92.8,195.05,184.63
92.9,193.2,185.15
93,192.8,185.29
93.1,192.35,185.91
93.2,192.35,186.23
93.3,192.8,185.05
93.4,192.5,187.07
93.5,193.1,190.35
93.6,195.65,191.57
93.7,197.3,192.39
93.8,198.15,192.89
93.9,199,192.47
94,199.3,187.37
94.1,196.5,189.43
94.2,196.4,191.73
94.3,197.75,193.25
94.4,198.75,194.23
94.5,199.7,193.73
94.6,200.25,189.47
94.7,198.5,185.21
94.8,195.2,185.79
94.9,193.9,185.93
95,193.4,187.47
95.1,193.75,189.33
95.2,195,189.67
95.3,195.8,186.37
95.4,194.7,189.51
95.5,195.6,191.05
95.6,197.2,191.99
95.7,197.95,193.47
95.8,199.1,193.89
95.9,200.05,189.71
96,198.95,187.77
96.1,196.35,190.29
96.2,196.65,191.03
96.3,197.15,192.29
96.4,198.05,192.83
96.5,199,193.51
96.6,199.5,189.81
96.7,197.3,185.97
96.8,194.7,185.51
96.9,193.35,185.37
97,192.55,186.59
97.1,193.1,188.59
97.2,194.5,189.49
97.3,195.25,187.11
97.4,194.55,189.81
97.5,196.1,190.73
97.6,197.05,191.75
97.7,197.8,193.03
97.8,199,194.13
97.9,200.05,189.53
98,197.9,188.11
98.1,196.45,190.11
98.2,196.9,190.83
98.3,197.15,192.29
98.4,198,191.69
98.5,198.35,189.69
98.6,197.05,184.89
98.7,193.9,183.33
98.8,192.15,183.75
98.9,191.35,184.21
99,191.1,185.29
99.1,191.5,186.47
99.2,192.35,185.51
99.3,192.15,186.07
99.4,192.6,188.93
99.5,194.75,190.33
99.6,195.95,191.65
99.7,197.3,192.65
99.8,198.5,192.51
99.9,198.75,187.13
100,196.05,188.71
100.1,195.85,190.43
100.2,196.65,191.53
100.3,197.3,192.19
100.4,198.15,191.35
100.5,198.2,187.07
100.6,195.85,183.11
100.7,192.9,183.29
100.8,191.55,183.89
100.9,190.8,184.43
101,190.9,184.97
101.1,191.35,185.43
101.2,191.9,183.83
101.3,191.45,187.97
101.4,193.05,189.21
101.5,194.65,190.51
101.6,195.85,191.39
101.7,197.2,192.57
101.8,198.4,189.41
101.9,197.6,186.29
102,195.25,189.09
102.1,195.6,190.83
102.2,196.4,191.93
102.3,197.6,192.23
102.4,198.3,190.73
102.5,197.95,185.47
102.6,195.4,183.23
102.7,192.8,183.89
102.8,191.55,184.55
102.9,191.25,184.91
103,191.45,185.27
103.1,191.8,185.51
103.2,191.8,183.85
103.3,191.35,187.93
103.4,193.45,189.27
103.5,194.85,190.51
103.6,196.25,191.41
103.7,197.55,192.45
103.8,198.4,189.11
103.9,196.65,186.39
104,195.15,189.03
104.1,195.65,191.17
104.2,196.8,193.03
104.3,198.25,193.29
104.4,199.1,191.57
104.5,198.25,185.99
104.6,195.05,183.69
104.7,192.65,184.37
104.8,191.7,185.53
104.9,191.95,185.75
105,192.35,185.69
105.1,192.2,184.97
105.2,191.75,184.23
105.3,191.95,187.97
105.4,193.8,189.81
105.5,195.25,190.83
105.6,196.55,191.43
105.7,197.5,191.11
105.8,197.4,186.23
105.9,195,186.89
106,194.45,189.25
106.1,195.1,191.51
106.2,196.6,192.55
106.3,197.95,192.89
106.4,198.75,190.33
106.5,197.75,185.37
106.6,194.85,184.03
106.7,192.55,184.93
106.8,191.85,185.59
106.9,192,185.91
107,192.2,185.47
107.1,192.15,183.95
107.2,191.6,186.47
107.3,192.6,188.97
107.4,194.2,190.61
107.5,195.85,191.39
107.6,197.1,191.71
107.7,197.8,190.35
107.8,197.55,186.73
107.9,195.45,188.11
108,195.05,190.17
108.1,195.65,191.97
108.2,197.35,193.45
108.3,198.8,193.23
108.4,199.25,189.03
108.5,197.8,184.97
108.6,194.95,184.85
108.7,193,185.85
108.8,192.6,186.85
108.9,193.2,189.11
109,194.55,189.35
109.1,195.5,187.51
109.2,195.15,189.59
109.3,195.85,190.83
109.4,196.65,191.77
109.5,197.75,193.15
109.6,199.25,194.27
109.7,200.25,192.59
109.8,199.2,188.65
109.9,197.05,189.67
110,196.45,190.29
110.1,196.75,191.17
110.2,197.55,192.41
110.3,198.35,193.07
110.4,198.8,189.79
110.5,197.55,186.05
110.6,194.6,184.55
110.7,192.4,183.91
110.8,191.4,185.11
110.9,191.8,187.45
111,193.3,188.41
111.1,194.25,186.59
111.2,194.25,189.13
111.3,195.05,189.71
111.4,195.85,190.13
111.5,196.7,192.11
111.6,197.95,193.55
111.7,199.25,188.99
111.8,197.7,187.77
111.9,195.95,189.07
112,195.8,189.77
112.1,196.4,191.49
112.2,197.45,191.41
112.3,197.7,189.41
112.4,196.75,184.25
112.5,193.9,182.97
112.6,191.45,182.87
112.7,190.65,183.71
112.8,190.7,184.71
112.9,191.05,186.01
113,191.85,185.55
113.1,192.15,185.97
113.2,192.55,188.35
113.3,193.95,189.65
113.4,195.55,191.55
113.5,197.15,192.65
113.6,198.25,192.61
113.7,198.85,187.35
113.8,196.65,188.77
113.9,195.7,190.63
114,196.5,191.71
114.1,197.6,192.89
114.2,198.5,192.85
114.3,198.75,188.75
114.4,197.3,184.01
114.5,193.95,184.21
114.6,192,184.51
114.7,191.65,185.51
114.8,192,185.99
114.9,192.2,186.29
115,192.8,183.97
115.1,192.25,187.55
115.2,193.05,189.15
115.3,194.45,190.31
115.4,195.95,191.01
115.5,197,191.93
115.6,197.75,188.99
115.7,197.3,186.11
115.8,194.8,188.47
115.9,194.7,189.89
116,195.85,191.67
116.1,197.15,191.75
116.2,197.75,191.79
116.3,198.05,187.85
116.4,195.7,183.51
116.5,192.45,184.01
116.6,191.3,184.43
116.7,191.35,185.09
116.8,191.6,185.41
116.9,191.85,185.49
117,192.1,183.63
117.1,191.4,187.69
117.2,193.1,189.51
117.3,194.85,190.71
117.4,196.4,191.25
117.5,197.3,192.29
117.6,198.25,188.31
117.7,196.4,186.55
117.8,194.55,189.09
117.9,195.4,190.67
118,196.6,192.09
118.1,197.65,192.89
118.2,198.4,191.73
118.3,198.35,186.07
118.4,195.2,183.85
118.5,192.5,184.39
118.6,191.6,184.93
118.7,191.65,185.37
118.8,191.95,185.99
118.9,192.2,184.67
119,191.85,184.93
119.1,191.75,188.25
119.2,193.75,189.61
119.3,195.45,190.75
119.4,196.65,191.49
119.5,197.5,191.69
119.6,198,186.15
119.7,195.15,187.17
119.8,194.4,188.99
119.9,195.35,191.21
120,196.9,192.03
120.1,197.9,192.51
120.2,198.8,189.87
120.3,197.95,185.15
120.4,194.45,184.49
